username	name	status	kategori
Giladiskon	Giladiskon Indonesia	"Super Smartphones & Handphones @mataharimallcom dengan diskon hingga 60%,Info--> https://t.co/IYtOAxL84n"	elektronik
katalogpromosi	katalogpromosi	https://t.co/E0J2KiWd7Y Promo Diskon 10% dengan Panin Kartu Kredit + Tambahan 5%* Khusus Hari Jumat. https://t.co/RqYD6gnAcV	lain-lain
Riza_At_PilBar	Asep Riza Hakim	RT @Indomaret: Ayo ganti tas lama kamu dengan Tas Tonga di #KlikIndomaret DISKON hingga 50% loh! Buruan beli hanya disini https://t.co/LPzâ€¦	fashion
PBPreferred	PermataPreferred	Dapatkan diskon hingga 7% untuk hotel pilihan di https://t.co/c0wqRJTgpC dengan PermataKartuKredit & PermataDebit Pâ€¦ https://t.co/fxy3N075F8	wisata
HSBC_ID	HSBC Indonesia	Nikmati kemudahan subscribtion/top up reksadana & dptkan diskon biaya administrasi s/d 45% di HSBC Internet Banking https://t.co/9VmTAdJSvl	lain-lain
tiket	Tiket.com	Terbang hemat bersama Air Asia Dptkan diskon Rp. 100.000 utk liburan ke dalam & keluar negeriâ€¦ https://t.co/uwQkylcXnX	wisata
WorldOf_RPs	WORP	"PANEL 3IN1 TEMA THEME LINE, MASKER ANIMAL, Numpung lg diskon! Kapan lagi! bisa!cek @unseolhy4 /oa: @tvp5731x https://t.co/F9E1rubt2w"	kecantikan
DressCouple	DressCoupleId	Selfin Couple 145rb SMS/WA:085723477888 #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/jo4gd97dGJ	fashion
situsinioke	Situ Sini Oke	"Sore gals..Lagi searching2 aksesoris yg lucu, unik tapi MURAH.. Uda murah, banyak diskon yg menarik loo... Cek yukðŸ’‹ https://t.co/jvu2Vb41HI"	fashion
fannielatief	FL	"RT @TransvisionID: Ayo tambah dekoder untuk semua TV dirumah Anda & dapatkan Diskon 50%, Tanpa perlu tambah parabola. Info: 15000 60 https:â€¦"	elektronik
indiebookcorner	Indie Book Corner	Mau diskon? Rayu aja kasirnya. Hohohoho.	
Tribun_Solo	TribunSolo	Diskon 50 Persen Nih Setiap Pembelian Kaos Lee Cooper di Matahari Solo Square https://t.co/dCaztoi5vk	fashion
Rizalfaizall	RZLâ„¢	"RT @WDZG: Yang mau diskon, yuk gabung jadi #WadezigCrowd dan dpt member card + Disc All Items u/ pembelanjaan di @WDZG https://t.co/B5kCnzDâ€¦"	lain-lain
WaydeeStore	Fashion Berkelas	Suka bagi-bagi DISKON dan bagi-bagi tips all about fashion. Mau? Follow sekarang ya @WaydeeStore	
maddoginfected	Maddog Infectedâ„¢	Dapatkan kupon diskon 20% #MADDOGINFECTED di @ArjesKitchen | Belakang Kampus UNS - Barat RSJ Solo| Open 09.00-22.00 https://t.co/CD2MgAcaan	lain-lain
AgenPokermi	PokerMI Indonesia	"#Travel Fair On-line Dimulai, Diskon Hingga 70 Persen https://t.co/6YzGBn2cLO #beritaharianonline #beritaonline"	wisata
kulinersemarang	KULINER SEMARANG	Mau diskon di sebuah resto di semarang.. Kunjungi halaman ini https://t.co/pnHnDYCRUs	kuliner
radatime	RaDa Time Jam Tangan	"Diskon 25% Daniel Wellington Classic St Mawes 36mm (DW00100136) kini hanya Rp 339.667/bln. Miliki segera, klikâ€¦ https://t.co/yLwSBNaQMR"	fashion
FittiID	Fitti Indonesia	Tukarkan struk pembelanjaan Fitti & dptkan diskon 50%+10% serta banyak hadiah lainnya Moms. https://t.co/kLmH4Kc8na https://t.co/JuMBydrM4F	lain-lain
ask_rizqi	r.o.e.r.y	"RT @GrabID: Dompet tipis di tanggal tua, bisa terselamatkan dgn promo 70% GrabBike Cek info detilnya disini: https://t.co/joTk4kpVZi httpsâ€¦"	wisata
whanee	Irwani Gustina Teguh	Itu DW ori lagi ada diskon issssh. Masih single aja gw belik pasti. Huhuhu..	
MaharlikaRY	MRY	@ghafaraATBON diskon dimanaaa :(	
deeaspa	Ditha A Sudarto	"Very Me No Time for Shine Powder, 9gr (Harga DISKON Nov 2016: 65.000; order: via DM/PinBB:5E925D1D) https://t.co/WdVo26Pfyn"	kecantikan
Giladiskon	Giladiskon Indonesia	"Baby Boom Bonanza Sale Diskon hingga 50%,Info-->https://t.co/L31ZkvAy3c"	lain-lain
AdaDiskon	AdaDiskon.com	"Ladies, koleksi wanita Hush Puppies diskon hingga setengah harga! Serbuu https://t.co/gNM9Q3unsT"	lain-lain
Jalan2Bro	JALAN2BRO	"Folow Twitter dan IG kami , bisa dapat diskon liburan hingga 50% , pusat liburan murah hanya di https://t.co/lO1rZ1jBM9"	wisata
kredivo	Kredivo	Dapatkan promo diskon 50% dengan maximum diskon Rp 50.000 setiap transaksi belanjamu di @sepulsa_id .Promo ini belaâ€¦ https://t.co/i0qr9GHWBn	lain-lain
plazapondokgede	Plaza Pondok Gede	Cuma 4 hari Followerssss!! Diskon 50% harganya mulai dari 35rb aja lho .. ðŸ“Domino's Pizza Plazaâ€¦ https://t.co/0QxbTRpJ0n	kuliner
Metro10Bangunan	Metro 10 Bangunan	"Dapatkan diskon 10% untuk pembelian semua produk dari Winn Gas! Harga mulai dari Rp.55.000,- s/dâ€¦ [pic] â€” https://t.co/voM9G4eHhX"	rumah tangga
AppetonID	AppetonID	"@cypasa_njay hai kak, kini susu awg dewasa sedang diskon hingga 35%. Untuk Pemesanan Silahkan hub cs kami di 0838 9999 5454. Terima Kasih"	kuliner
rishariss	risha wulansari	"Kapan lagi bisa dapat diskon 10% untuk booking hotel dari https://t.co/LwqKsmRLq3? Caranya mudah, share promo ini! https://t.co/CXUalepnVt"	wisata
plazapondokgede	Plaza Pondok Gede	"Tampil keren dengan Tomkins Followers .. Ada banyak banget koleksi kerennya, dan dapatkan diskonâ€¦ https://t.co/AW7NfXTnAM"	fashion
klinikestetika	klinikestetika	"Kamu member BPJS Ketenagakerjaan? Yuk, segera ke #klinikestetikadraffandi! Ada diskon 10% (all single treatment) unâ€¦ https://t.co/1fiYfnGXsk"	lain-lain
katalogpromosi	katalogpromosi	"https://t.co/ZhG3n6ksPG FESTIVAL JALAN-JALAN! Diskon 50% & Cashback Hingga Rp 1 Juta Untuk Hotel, Tiketâ€¦ https://t.co/dVZfGSOSyb"	wisata
sunyoungbee	Yuanita	"Full album 19 des? Duhhh lama amat, sisa duitnya mau buat beli2 euy, mumpung msh diskon skg ã… ã…"	
pupcheol	naput	@hoshiology synnara gaada diskon ternyata. hottracks tuh ada 2k	
rumahmadani	Rumah Madani	Diskon 10% Couple Mutif Series Untuk bunda dan si kecil tampil kompak bersama dalam berfashion muslim. Gamis... https://t.co/BYkCBp7pEB	fashion
AppetonID	AppetonID	APPETON ESSENSIALS MV21+ ----KINI DISKON 60%---- suplemen ini mengandung nutrisi penting untuk meningkatkan staminaâ€¦ https://t.co/OjwE2qpxup	kecantikan
AXAIndonesia	AXA Indonesia	7. Hindari makanan beku 8. Manfaatkan kupon diskon. Dgn cara ini kamu dpt menghemat pengeluaran hingga ratusan ribu rupiah #RencanakanLebih	
katalogpromosi	katalogpromosi	"A&W Premium Veggie Burger, Diskon 50% untuk pembelian ke 2 https://t.co/bKjBlJuVoB"	kuliner
BiGTiVi	BIGTV Indonesia	"Dapatkan diskon khusus berlangganan BIGTV secara online, gratis instalasi & gratis all channels. Daftar diâ€¦ https://t.co/QX0Z0tocva"	elektronik
Indovision_TV	Indovision Official	Dapatkan diskon 20% di Kenny Rogers ðŸ— dengan menggunakan voucher #IndovisionPriority. Download vouchernya di sini >â€¦ https://t.co/e4nMdo1W98	kuliner
kredivo	Kredivo	"Belanja di @VIPPlazaID diskon 50rb. Khusus transaksi pertama dgn Kredivo, berlaku hingga 12 Des. Daftar kredivo diâ€¦ https://t.co/Hn3qoyC8pS"	lain-lain
TransvisionID	Transvision Official	"Ayo tambah dekoder untuk semua TV dirumah Anda & dapatkan Diskon 50%, Tanpa perlu tambah parabola. Info: 15000 60 https://t.co/3UHKVkilp5"	elektronik
LawsonIndonesia	Lawson Indonesia	Onigiri di Lawson? kini hadir dengan Diskon Rp 2.000. Yuk serbuuu~ https://t.co/9HCjRposGY	kuliner
cr34rt	Tony Liandouw	"Dapatkan diskon hingga Rp.30.000,- *berlaku minimum pembayaran, untuk 10 kali perjalanan. Promo ini khusus untuk... https://t.co/9uuOfliF1D"	wisata
Indomaret	Indomaret	Dapatkan DISKON hingga 75% untuk produk Aldo Robotic Cleaner Multi Sensor di #KlikIndomaret. Buruan belanja disiniâ€¦ https://t.co/oR9Rg8GI4m	elektronik
blanjacom	blanja.com	"CUMA HARI INI, khusus pmgng CC BCA bisa dapat DISKON hingga 85% & VOUCHER DISKON hingga 50%! Klik >>â€¦ https://t.co/YCnoy6Ps6S"	lain-lain
DewiOk	Dewi Ok	DISKON BESAR 25% all item bahan Dobby kualitas standar hotel berbintang yang bikin kamu terasa berbaring dengan... https://t.co/Ui7UgTps4c	wisata
Bluebirdgroup	Blue Bird Group	Diskon hingga 30ribu rupiah untuk 10 kali perjalanan khusus pengguna Kartu Kredit berlogo Mastercard! Pesan sekaranâ€¦ https://t.co/xG5HXPtsIO	wisata
mustang88fm	Mustang 88.0 Jakarta	Asyik! Dapet diskon 50rb* dari @orami_id pk kode ORAMI-MS50. Buruan cuma utk 300 org pertama! T&C apply ya. KLIK >â€¦ https://t.co/2xpLkeRbFH	lain-lain
InfoSuperIndo	SuperIndoSupermarket	"Menyambut Hari Ikan Nasional, yuk dptkan diskon 20% untuk aneka ikan super segar di Super Indo. Bisa langsung dibakâ€¦ https://t.co/RlEMBMASzf"	kuliner
facchan_	Zulfa Salsabila	Nanti bakal ada upload lagi yaa. Yuk dilihat! BOOTS https://t.co/cZn9s2ZxKV TAS https://t.co/cZn9s2ZxKV DISKON https://t.co/7fshXNYZmL	
LeuitRestoBogor	Leuit Resto Bogor	"Bulan ini, untuk 2 pemenang #KuisLeuitRestoBogor bakal dapetin diskon 10% untuk bersantap di de'Leuit atau Leuit Ageung."	lain-lain
ctr_rkmn	ðŸ‘½	AirAsia Domestik/international diskon 20-30% dari harga tiketdotcom/traveloka. Diskon sama untuk all maskapai internasional. Yok di PM âœˆï¸âœˆï¸	wisata
IM3OoredooMTR	IM3 Ooredoo MTR	"Nikmati #StreamOnTerus lagu-lagu update di Spotify Premium tanpa jeda iklan, diskon 50% dengan #FreedomCombo!â€¦ https://t.co/TW9DTlFuRy"	lain-lain
katalogpromosi	katalogpromosi	https://t.co/MBpbzHOhy6 Promo FREE Voucher Diskon Rp 25.000 Dengan Minimum Pembelian Rp 50.000 Khusus Untukâ€¦ https://t.co/a66M0m4RZ9	lain-lain
haihaeun	k	@haidoyeon domino's lg diskon	
Adventures14	Outdoor Equipment	Pre order DEUTER diskon 40% tinggal 4 hari lagi ya gaes.. Syarat & ketentuan berlaku. Detail/order WA 08990221553 Bâ€¦ https://t.co/Ch2tHTAwIW	fashion
ArisDMN	Aris Darmawan	"#DISKONGEDE New Balance MRT580MN ""Revlite"" DISKON JADI âž¡RP : 699.000,- (Nett + FREEâ€¦ https://t.co/a2QWpqBcHW"	fashion
tinggiinbadan1	SEHAT ALAMI	"PROMO TIENS, meninggikan Badan 2-10 cm dalam 30 hari. Invit 29A2D527 sms 085642236122 #Diskon #murah"	lain-lain
poinweb	poin-web	"Diskon Terbaik untuk Keluarga Anda!! Lazada Family Superstar Week, 18-24 November 2016 cash back up to 7% https://t.co/WaqsQUZEkX"	lain-lain
kakabeBDG	saori kakabe	Kaos Kaki Pria ya Kanik Mensocks .. Diskon sampai dengan 50% Hanya di : https://t.co/dAjrUDYiyj https://t.co/f5cn1e69pp	fashion
iradioBJM	90.1 FM iradio BJM	I-listeners yuk buruan ke @GrandDafamBJB peket ulang tahun diskon 30% syarat dan ketentuan berlaku. https://t.co/3ir8rZA3S5	lain-lain
HotelTiket	Hotel Tiket Pesawat	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/U7XywHXBRZ #PromoHotel #HotelMurah #Liburan #Hotel	wisata
permata_me	PermataMe	Gunakan PermataShoppingCard untuk dapat diskon 50% di toko online terpilih & cashback 5% di semua toko online. Cekâ€¦ https://t.co/F9DF0WgYEO	lain-lain
katalogpromosi	katalogpromosi	HOLLAND BAKERY Diskon hingga 20% dengan MANDIRI FIESTAPOIN berlaku sd. 31 Agustus 2017 https://t.co/SUWCNHonhv	kuliner
pupcheol	naput	"@hoshiology kemaren svt sih aku po diskon 7% kalo gasalah? harga ponya 27,500 jadi 7% sekitar 5rban? tapi aku ga nemu yang jual offline sih"	
ArisDMN	Aris Darmawan	#DISKONGEDE Adidas Alphabounce Black White DISKON JADI : âž¡RP : 1.699.000 (Nett + FREEâ€¦ https://t.co/TzxPI6VcCL	fashion
viitaeh_	Mphii	@Hollyswgar diskon apa yak ? Kwkw	
LeylaHana	Leyla Hana	RT @milkteabunda: Mau dpt diskon? Bisa! masukin kode KBGNH31 di website @GrowNHealth & dptin diskon 10% https://t.co/FyGsaqTbni #maduanak #â€¦	
TokoMaskerWajah	cantik sehat	"Untuk konsumen kami silahkan add line official kami dgn id ""@ dokterherbal"" (Pake @ tanpa spasi) yg order via line official kami diskon 20%."	lain-lain
Hollyswgar	Minyung [SH]	"@viitaeh_ yaudah mau diskon apaa ni :""v .g"	
tunanganjww	pinky	@bisanyanyi buat kamu ada diskon spesial ka	
nurmalitady	Nurmalita Dwiyanti	"RT @ayrahijabku: Assalamualaikum, ayraku. Mulai hari ini, Ayra memberikan diskon 10% setiap pembelian produk ayra. S&K berlaku, hubungi Linâ€¦"	fashion
restongalam	Resto Ngalam	"Diskon 10% untuk menu2 pilihan di Resto Ngalam cabang Karawaci. Berlaku Senin - Rabu, kecuali hari libur nasional https://t.co/6uRApWtPeI"	kuliner
efviel	efviel	Belanja aman dan terpercaya check it now https://t.co/jfvVR2dW4t ##diskon #ollshop #shoping	
radatime	RaDa Time Jam Tangan	New Arrival! Daniel Wellington Classic Bristol 36mm (DW00100137). Diskon 25% kini hanya Rp 2.138.000 saja . .... https://t.co/MQavX72yTP	fashion
travelioid	Travelio.com	KHUSUS BUAT KAMU! #SewaRumah #SewaApartemen #SewaVilla diskon 30%* nih! CEK DULU > https://t.co/SdGHie0iz4 https://t.co/DR9puiHN9O	properti
sandipolibag	sandi irawan	#Adv Dapetin diskon 20% untuk semua treatment di ShoesAndCare. Promo berlaku bagi pelajar dan cuma di hari Sabtu ya. Buruan! #StudentDay Coâ€¦	fashion
haikarasushi	haikara sushi	20% diskon utk menu baru di Haikara Sushi cbg Lotte Mall Bintaro. Diskon berlaku setiap hari https://t.co/0ZcfizPpSN	kuliner
bisanyanyi	sehun	@tunanganjww apakah ada diskon	
TMbookstore	TMbookstore	Judul-judul buku yg masuk #BESTPRICE di hari itu akan mendapat diskon seharian . (4/4)	
MD_square_apg	MANGGA2SQUARE	"Siang M2S lovers..!!! PlayBoy shoes Diskon up to 50% untuk selected Obermain Ladies, promonyaâ€¦ https://t.co/iNMwJT7rlc"	fashion
garskin_id	Garskin Indonesia	"Yeay! Nikmati diskon 30% untuk semua produk Garskin! di https://t.co/N21pTboJSp , @MatahariMallCom @DINOMARKETâ€¦ https://t.co/ugOCsHnQfa"	fashion
TMbookstore	TMbookstore	#BESTPRICE itu xtra diskon hingga max 25% utk judul-judul buku yang terjual pertama di hari itu. (2/4)	buku
andirsayyidmsh	"rudy sayyid m,sh"	"RT @gojekindonesia: Nikmati diskon 40%, dan rasakan kemudahan, kenyamanan, keamanannya menggunakan GO-CAR. Download sekarang! https://t.coâ€¦"	wisata
katalogpromosi	katalogpromosi	https://t.co/MBpbzHOhy6 Promo FREE Voucher Diskon Rp 25.000 dgn Minimum Pembelian Rp 50.000 Khusus u/ Pelanggan Baru https://t.co/NC9Ua2cZWf	lain-lain
BillionStore	Billion Store ID	Diskon! Di mal ga dapet jeans keren harga 100rb! Cepet order di WA 081293994981 https://t.co/IYhdLWLRCP @jaringaniklan	fashion
TMbookstore	TMbookstore	#PROMO Diskon 20% utk Buku-buku Ujian dan Buku SBMPTN 2017 hanya di @TMbookstore (berlaku utk semua cabang) ^^ https://t.co/1PwFEYIdIT	buku
CirebonGrand	Yogya Grand Cirebon	Cek harganya segera!!! Untuk para pria dan wanita buruan cek harga spesial dan diskon luar biasaâ€¦ https://t.co/wAQlLL2uR0	lain-lain
Giladiskon	Giladiskon Indonesia	"Gebyar Promo Murah MeriahÂ & DahsyatÂ Â Diskon hingga 86%,Info-->https://t.co/1pnFkkpBlM"	lain-lain
midorirest	Midori Restaurant	Diskon 20% utk semua menu mie di Midori cbg Bogor. Diskon berlaku setiap hari https://t.co/hkaXjD6Iba	kuliner
GreenNitrogen	Green Nitrogen	Mau dpt diskon 50% untuk isi baru 2 ban motor atau 4 ban mobil sekaligus? Unduh aja vouchernya. GRATIS kok!â€¦ https://t.co/vMGCoFIZoH	otomotif
DINOMARKET	DINOMARKET.com	Baseus Insnap Series Magnetic Cable. Diskon 45%.Kabel fleksibel & Tahan Gores. Klik https://t.co/rMMEDlQK04â€¦ https://t.co/2CPvcM1Wk7	elektronik
1071klitefm	Radio 107.1 Klite FM	Diskon 50% hingga Rp35rb u/ perjalanan pertama Anda! Download aplikasi @Uber_IDN & registrasi menggunakan kode promâ€¦ https://t.co/wSkMUjvCn5	wisata
BukuKOMPAS	Penerbit Buku Kompas	Mas @Lestyo_yupi betul termasuk buku2 baru diskon 50% saat program Kumur Kumur Akhir Tahun tgl 24 Nopember s.d. 03â€¦ https://t.co/avUG6cmwRB	buku
kartudanamon	Kartu Danamon	"Yuk dtg ke Samsung great sale di @ErafoneStore dptkan diskon up to Rp 500rb + installment up to 12 bln, utk info:â€¦ https://t.co/EOel0w2pWh"	elektronik
HR_Chorong91	Chorong ë°•	@HR_Eunseo98 @HR_Jongin94 bisa diskon ga/?	
tvberitanews	tvberita.co.id	"tvberita - Buka Outlet di Karawang, Distro Bloods Beri Diskon 50 Persen https://t.co/ezcgfnmuxz"	lain-lain
LocalBrandID	LocalBrand.co.id	https://t.co/mEzFEuElR2 Anniversary ke-5! dapatkan diskon 50% + Extra 15% OFF! hanya hari ini. Belanja sekarang diâ€¦ https://t.co/C9sUr1GmjL	lain-lain
indonesiadeal	Indonesia Deal	RT @HalakhCreative: AGODA pasti harga terbaik dan #hotel terbaik #booking #enjoy #batam #diskon klik disini : https://t.co/lu6i5BI6Ku httpâ€¦	
InfoTokoPDAcom	TokoPDA.com	"PayDay Deal With UOB, Dapat kan Diskon up to 500ribu setiap transaksi menggunakan Kartu kredit UOB Bank https://t.co/7reJxjhXr0"	lain-lain
NoBarSolo	ENJOY BATAM	RT @Rubrys: #hotel di #batam #diskon #booking #nagoyamansion alokasi strategis langsung https://t.co/QWijbW7Wgd klik : https://t.co/f0wa2Gâ€¦	
Ayya5999	Ayyasiimaniez	"IDR 160.000 ðŸ“Œ Beli 3 pc diskon 5rb/pc , beli 6 pc diskon 10rb/pc ðŸ“Œ KETERANGAN BAHAN DAN UKURANâ€¦ https://t.co/fUlhhUiUHc"	fashion
rajapeninggibdn	Raja Peninggi Badan	@postingiklan Promo Peninggi Badan Diskon 50rb Paket 30hari/40 hari sampai tgl 26-08 083878097619 https://t.co/5PJuf2zmRG	lain-lain
AdaDiskon	AdaDiskon.com	"Burger chicken sandwich, Mozza, Fish Sandwich A&W diskon 30% https://t.co/eVArUKJE5g"	kuliner
TengkuHasanBasr	Tengku Hasan Basri	"Ayooo,,, Buruan k kalasan Sun Plaza Lt.. 4 diskon 50 %,,,, https://t.co/CLELM7B3tI"	kuliner
muslim_amanah	Griya Muslim Amanah	"Gamis couple dari Clover Clothing & Thaluna Kids Clothing (diskon 15%) Gamis Vanessa, Harga : Rpâ€¦ https://t.co/6u6n1uyTag"	fashion
lala_priscilia	LaLa PriSCiLia	@Uber_IDN dpt notif diskon 50% max 25rb tp pas mau aktif kan promo ga bisa2 knp tuh php ah	wisata
Talalalili	Tralalalili	"@bukalapak mana promo CIMB NIAGA potongan diskon 30rb nya ?? di tungguin dari jam 9 sampai detik ini kok di coba ga keluar"" diskonnya ? HOAX"	lain-lain
aexobaek	baek	@Tnamja_ kasih diskon ya?	
pupcheol	naput	@hoshiology cuma emang lebih mahalan sih soalnya kalo sekarang dapet diskon po kan? aku sih ga masalaaah	
arumnia46	arumksaputri	Baibai bibir pucaatt ðŸ˜ŠðŸ˜Š Koleksi yuk rangkaian buat bibir kita. Mumpung diskon banyaakk. Kapanâ€¦ https://t.co/p3mN8SiBP7	
joSULIRVAN	Follow @ZoneINS	Ber-Iklanlah Sekarang dan dapatkan Paket dan Diskon Menarik!!	
GrabID	Grab Indonesia	"@retnoretwn Hai! Ya betul sekali, informasi lengkap mengenai promo tersebut silahkan cek di : https://t.co/ordQlkBM5e, thanks :)"	
WorldOf_RPs	WORP	"PANEL 3IN1 TEMA THEME LINE, MASKER ANIMAL, Testi?bnyk! Numpung lg diskon! bisa!cek @unseolhy4 /oa: @tvp5731x https://t.co/F9E1rubt2w"	
DealMakan	Deal Makan	"Ada promo dari Desserved lho,mau tahu? Go find out! Promo diskon 30 % nya hanya di https://t.co/66ZJh08a0Bâ€¦ https://t.co/KzUJLtGdzJ"	kuliner
RonaldAndretti	Ronald Andretti	"Syit barusan ada 2 customer yg dapet diskon 800rb sama 1,1jt buat Samsung LED TV 32"".. â€¦ (at @gmsby) â€” https://t.co/LXOZ33nXGS"	
Giladiskon	Giladiskon Indonesia	"Promo Nongkrong @ExcelsoCoffee Diskon 50%,Info--> https://t.co/wATtpMwpa5"	kuliner
katalogpromosi	katalogpromosi	Trans Studio Bandung Diskon 50% Bagi pemilik KTP Jawa Barat https://t.co/8dOV0opPK1	wisata
hardrockfmbdg	87.7 HardRock FM Bdg	"Dptkan member diskon card & diskon 10% utk pembelanjaan min. 500.000 di WONJO KOREAN BARBEQUE RESTAURANT, Jl. Setiaâ€¦ https://t.co/f4lDWQgmML"	kuliner
Rome90c	Christian	@bloodpoopL mungkin klo beli bajunya dua bisa dapat diskon atau free ongkir	
edesign3dotcom	Percetakan edesign3	LIHAT PRODUK KAMI YA >>>> Undangan MQ 017 Undangan MQ 017 Harga Rp 1150 / Pcs Lebih Dari 500 PcsÂ harga diskon https://t.co/I5FYhm79cB	kuliner
MayaStephanie	Maya Stephanie	@AdaDiskon min mau nanya dong Jam yang lg diskon di Jakarta apa aja?di mall mana aja? makasih min. #AskAdaDiskon	
katalogpromosi	katalogpromosi	MATAHARI Dept Store PROMO OF THE MONTH! Diskon hingga 20% untuk Produk Kecantikan* dengan kartu kredit BCA Matahari https://t.co/HgCXhUvHai	kecantikan
katalogpromosi	katalogpromosi	LOTTERIA Diskon hingga 30% dengan kartu kredit BCA dan FLAZZ BCA berlaku sd. 08 September 2017 https://t.co/kLf4WwNSyN	kuliner
FazarRizky	Fazar R Maulana	Ada yg punya kode diskon Lazada??	
MimituppyTupper	Promo Tupperware	"TChef Basic Set Rp 4.800.000,- Harga Diskon 20% Rp 3.840.000,- Sms / Wa : 081325860113 https://t.co/th42rf6Ag1 https://t.co/K0OS3zzVTR"	fashion
MimituppyTupper	Promo Tupperware	"Cutie Bag Rp 345.000,- Harga Diskon 27% Rp 251.850,- Sms / Wa : 081325860113 https://t.co/nraTHB1zjG https://t.co/6g1LHnY0A5"	fashion
MimituppyTupper	Promo Tupperware	"Petite Fiesta (8) Rp 150.000.- Harga Diskon 30% Rp 105.000,- Sms / Wa : 081325860113 https://t.co/6BaPagHtt0 https://t.co/Qps5PAIjU2"	lain-lain
ayrahijabku	Ayra Hijab	"Assalamualaikum, ayraku. Mulai hari ini, Ayra memberikan diskon 10% setiap pembelian produk ayra. S&K berlaku, hubungi Line@ : @pxb6015z"	fashion
BookMyShowID	BookMyShow Indonesia	"Nikmati diskon 40% dari @ZenRoomsID No.1 Budget Hotel Terbaik, nantikan infonya di Instagram BookMyShow pada jam 7â€¦ https://t.co/6D5Ud9hotR"	wisata
tienstinggibdn	tiens	Kami memberikan bukti bukan janji palsu buktikan sendiri diskon besar harga termurah seIndonesia free ongkir 081546060558/pin bb:754e6aa5	
bec_bintaro	BEC BINTARO	Wednesday is Community Day #diskon 25% main billiard bersama komunitas-mu di Breaktimebec | Info: 021-29519618 https://t.co/chPkDS6mZ7	lain-lain
briankurniawan	hcb_shop	READY Jaket IDR 120000 (Harga belum diskon) Size: xxlâ€¦ https://t.co/wjy5Bcd8JD	fashion
swingingfriends	Mocca's Friendsclub	"Yuk nonton @fkunpadfair tgl 3 Desember di Sabuga, Bandung. Yang mau beli tiket dgn harga DISKON cek IG kita sis :) https://t.co/f2hduKipzA"	lain-lain
AdaDiskon	AdaDiskon.com	"Kamu yang suka belanja online, jangan lewatkan Festival Belanja Online https://t.co/4t4A1iuHh1"	
Huzoraonline	Huzora.com	#Celengan #MiniBank #owl https://t.co/gLoctqLeyD #huzora #olshop #followme #diskon #promo #jogja #Indonesia #lucuâ€¦ https://t.co/ygQDPOagOH	
